tvec_x_error;tvec_y_error;tvec_z_error;rvec_x_error;rvec_y_error;rvec_z_error
-15.9769;-23.8421;157.727;-0.41652;-0.233954;3.10623
-16.7989;-23.1488;156.759;-0.400531;-0.429364;3.09963
-18.728;-22.8303;159.464;-0.319886;-0.316978;3.12915
-19.7344;-21.9491;156.881;-0.565294;-0.174993;3.09329
-21.1629;-21.0428;158.645;-0.490731;-0.16289;3.10887
-22.3161;-20.1959;157.65;-0.449758;-0.253443;3.10972
-23.0728;-18.9966;155.548;-0.602462;-0.286184;3.08518
-25.1069;-18.1861;160.545;-0.138725;-0.326666;3.12992
-26.3041;-17.3511;159.157;-0.403611;-0.181595;3.11573
-27.2457;-16.2803;156.633;-0.544785;-0.303929;3.09253
-28.4685;-15.0267;159.609;-0.437194;0.0102229;3.11039
-29.2755;-13.8854;156.493;-0.517831;-0.367411;3.10845
-30.0347;-13.0687;156.218;-0.528145;-0.361221;3.09415
-30.6071;-11.9912;156.185;-0.563777;-0.364952;3.08621
-31.4969;-11.5368;157.51;-0.497629;-0.323247;3.09269
-32.0685;-10.8957;157.315;-0.45262;-0.407048;3.10991
-32.1353;-10.5995;154.188;-0.532373;-0.418527;3.08355
-33.0166;-10.5144;155.475;-0.485055;-0.54969;3.07558
-32.8772;-10.5288;153.832;-0.507139;-0.59808;3.0619
-32.3774;-10.7351;151.824;-0.452267;-0.715825;3.04621
-33.095;-11.3716;152.988;-0.328269;-0.826256;3.05018
-32.9957;-11.7301;151.707;-0.314757;-0.93827;3.02714
-33.23;-12.1126;151.036;-0.235832;-1.02027;3.01788
-34.1456;-13.2216;151.372;-0.155526;-1.01497;3.03318
-33.2121;-13.8628;146.94;-0.259351;-1.09506;2.97299
-33.5846;-14.3751;147.008;-0.0641817;-1.22078;2.97647
-33.7109;-15.6584;146.4;-0.174354;-1.14442;2.97867
-33.842;-16.3964;147.197;-0.0867063;-1.13128;2.99749
-32.5696;-16.4937;142.208;-0.151745;-1.24949;2.92585
-33.2175;-16.7378;145.457;0.073737;-1.23844;2.98619
-32.1341;-16.2239;141.104;-0.0103015;-1.32234;2.92296
-32.2835;-15.9487;143.948;0.0623359;-1.26745;2.95236
-32.296;-16.0263;143.795;0.117476;-1.2399;2.97069
-31.4165;-15.0071;139.06;0.119557;-1.3743;2.91381
-31.5187;-14.5938;141.25;0.202932;-1.27364;2.95932
-31.2258;-14.1136;141.349;0.198973;-1.22053;2.96802
-30.7658;-13.1153;140.12;0.140131;-1.26445;2.93784
-30.9788;-12.8432;142.057;0.118769;-1.13949;2.97772
-30.8344;-12.5174;142.261;0.129421;-1.12326;2.98483
-30.5461;-12.0212;140.847;0.10194;-1.17234;2.9745
-30.384;-11.8908;141.044;0.0943272;-1.14746;2.97968
-30.3843;-11.7879;141.993;0.121795;-1.11999;2.99403
-30.3776;-11.6869;141.9;0.167542;-1.1263;3.0009
-30.1587;-11.7988;140.592;0.113607;-1.16217;2.98329
-29.9217;-12.049;139.832;0.0581513;-1.15776;2.96183
-30.6021;-12.5146;142.417;0.135387;-1.09346;2.99725
-30.452;-12.7878;141.374;0.180052;-1.19105;2.97582
-30.3398;-12.8698;140.23;0.170607;-1.20505;2.96314
-29.9542;-13.0374;139.361;0.16984;-1.27281;2.93159
-30.6842;-13.3826;140.097;0.185944;-1.25745;2.95264
-30.7814;-13.6821;139.985;0.132036;-1.2335;2.9535
-30.9933;-13.9569;139.628;0.201988;-1.27866;2.94713
-31.0498;-14.3188;139.402;0.172655;-1.30032;2.92908
-30.9872;-14.3559;137.741;0.18083;-1.36792;2.90038
-31.053;-14.4757;137.226;0.20785;-1.39879;2.89908
-31.4343;-14.8985;139.266;0.196175;-1.31286;2.92805
-31.6682;-14.7187;139.346;0.285243;-1.35427;2.9299
-31.324;-14.3843;136.545;0.25301;-1.44097;2.89236
-31.2457;-14.3738;135.974;0.206934;-1.40569;2.88424
-31.4976;-13.8238;137.012;0.320153;-1.43797;2.89357
-31.4905;-13.7529;136.227;0.315059;-1.43477;2.88736
-31.8442;-13.9695;138.039;0.323023;-1.39951;2.90553
-32.0735;-13.5149;137.762;0.328354;-1.39184;2.91547
-32.144;-13.5722;137.484;0.357321;-1.40097;2.91672
-31.6967;-13.3379;135.608;0.281396;-1.43412;2.8878
-32.0327;-12.8907;136.74;0.293844;-1.42379;2.89928
-32.023;-13.0052;136.736;0.213923;-1.362;2.89818
-32.0015;-13.0167;136.934;0.159154;-1.33424;2.90582
-31.883;-12.8388;135.529;0.165867;-1.37642;2.90642
-32.6231;-13.4207;139.686;0.088557;-1.18923;2.97418
-32.739;-13.3758;140.605;0.0425093;-1.18643;2.97865
-32.1248;-13.2333;138.376;-0.135139;-1.14327;2.97945
-32.3906;-13.3095;140.747;-0.143347;-1.0644;3.00705
-32.0724;-13.0516;139.575;-0.363739;-0.939362;3.01301
-32.2986;-12.8255;141.299;-0.466879;-0.800143;3.04233
-31.893;-12.0929;140.213;0.874806;-0.124523;-3.05434
-32.3378;-11.8668;142.349;0.712015;-0.230462;-3.07808
-31.8749;-11.1061;140.576;0.719116;-0.25559;-3.07408
-31.3069;-9.96706;138.336;0.793899;-0.256903;-3.0579
-31.7028;-9.42382;139.943;0.633798;-0.214408;-3.08693
-31.0367;-8.78263;137.734;0.669387;-0.271801;-3.07301
-30.8401;-8.02657;137.373;0.625344;-0.380104;-3.07464
-30.6138;-7.26608;138.231;0.573297;-0.403193;-3.09764
-30.0395;-6.57778;134.851;0.664598;-0.402423;-3.06575
-30.3352;-6.04447;137.319;0.484952;-0.56274;-3.0838
-30.1205;-5.71333;135.946;0.487832;-0.557546;-3.07979
-29.7481;-5.45992;135.026;0.507276;-0.605912;-3.07362
-29.7977;-5.2453;136.242;0.353058;-0.461761;-3.11101
-29.4106;-5.17581;133.493;0.471563;-0.44624;-3.09372
-29.3131;-5.19063;133.75;0.470649;-0.466263;-3.09302
-29.0187;-5.16323;132;0.527796;-0.379755;-3.09142
-29.0793;-5.09722;132.404;0.472334;-0.416868;-3.09742
-29.2137;-5.10844;132.794;0.401011;-0.404691;-3.10873
-29.023;-5.02586;131.2;0.526014;-0.445024;-3.08952
-29.1281;-4.94522;131.016;0.504785;-0.381465;-3.09601
-29.3402;-4.77402;131.577;0.419688;-0.44735;-3.10396
-23.1697;-8.2203;76.7458;0.162681;0.149636;-3.13712
-23.0491;-8.13974;77.292;0.137638;0.145285;-3.13472
-23.088;-8.11764;78.464;0.0831663;0.0794465;-3.13518
-22.9756;-7.99558;78.5805;0.163621;0.123076;-3.13696
-22.9041;-7.96367;79.4496;0.109028;0.183699;-3.1336
-22.8676;-8.10653;80.6533;0.111114;0.0948497;-3.13994
-22.7397;-8.28066;81.1702;0.171243;0.105749;-3.1399
