tvec_x;tvec_y;tvec_z;rvec_x;rvec_y;rvec_z
-8.01002;-11.6324;81.7475;0.27624;0.0369618;5.41677
-7.64764;-11.8221;80.1312;0.281288;-0.041562;5.39554
-7.43829;-11.8027;79.2465;0.389585;0.0132196;5.37958
-7.35945;-12.0296;79.1418;0.382325;-0.039138;5.38027
-7.06459;-11.9769;76.9588;0.418223;-0.118418;5.38368
-7.59251;-12.561;81.3161;0.3366;0.0738504;5.43132
-7.0629;-12.5121;79.2124;0.414813;-0.0157161;5.4449
-7.11269;-12.6401;79.4445;0.326006;-0.0547751;5.49739
-7.08662;-12.2821;79.3161;0.352133;-0.0411666;5.52631
-6.83899;-12.1654;77.8569;0.415438;-0.0118371;5.53933
-7.165;-12.3867;80.6178;0.325161;0.0479883;5.57612
-7.22769;-12.079;77.7524;0.370151;-0.203058;5.59039
-7.54656;-11.9828;77.763;0.474089;0.00791139;5.62437
-7.91154;-11.8732;78.4529;0.454483;0.0178977;5.65586
-8.29454;-11.456;77.5761;0.411383;-0.159188;5.68128
-9.47282;-11.4193;80.0549;0.278664;-0.0304856;5.7503
-9.77748;-10.9192;77.3425;0.502017;0.118059;5.7587
-10.5787;-10.494;79.1089;0.436632;0.111877;5.81822
-11.1798;-10.1507;78.3897;0.418196;0.0267203;5.86855
-11.2823;-9.39488;75.7911;0.558124;-0.0297462;5.88941
-12.6609;-9.10382;80.9521;0.114039;-0.0676499;5.97951
-13.1885;-8.7222;79.7824;0.398992;0.0678252;6.0032
-13.4819;-8.16456;77.0527;0.521571;-0.0464994;6.0244
-14.3562;-7.49788;80.7131;0.423882;0.292238;6.07939
-14.5223;-6.87181;77.0425;0.495817;-0.100001;6.11313
-14.8942;-6.55427;77.0527;0.52464;-0.0835309;6.12583
-15.1911;-5.90593;77.5202;0.575861;-0.0661916;6.14021
-15.6884;-5.82194;78.5309;0.514126;-0.0178031;6.16614
-16.0827;-5.44956;78.6322;0.492963;-0.0836981;6.19368
-16.0485;-5.34417;76.373;0.639968;-0.0715984;6.16427
-16.4444;-5.20962;77.2751;0.595947;-0.208413;6.15982
-16.294;-5.22332;76.0027;0.666801;-0.240535;6.14529
-15.9307;-5.40952;74.7568;0.67859;-0.336392;6.12248
-16.4228;-5.74282;75.915;0.592208;-0.439663;6.11707
-16.4329;-5.88837;75.6374;0.635065;-0.528656;6.0855
-16.6739;-6.07864;75.6338;0.607958;-0.596798;6.07364
-17.2599;-6.63956;76.0341;0.561486;-0.610081;6.08737
-16.3628;-6.95547;72.4102;0.703538;-0.683942;6.03246
-16.7887;-7.16966;73.3033;0.547089;-0.800733;6.03346
-16.7919;-7.83904;72.8909;0.663102;-0.73388;6.03686
-17.0301;-8.28272;74.2991;0.603641;-0.7244;6.05575
-15.9231;-8.2426;69.7652;0.690372;-0.844785;5.98113
-16.7609;-8.41566;73.4472;0.491371;-0.845502;6.03193
-15.837;-8.04143;69.4629;0.601725;-0.944034;5.95535
-16.1789;-7.94617;72.6169;0.550423;-0.892108;5.95911
-16.2664;-8.13223;72.5497;0.498428;-0.874607;5.95492
-15.4976;-7.3223;67.8784;0.50254;-1.02619;5.8745
-15.6753;-7.28962;70.3169;0.430413;-0.944632;5.90343
-15.5361;-7.10765;70.3121;0.436725;-0.90306;5.89978
-15.2485;-6.52381;69.3276;0.495155;-0.951678;5.86024
-15.473;-6.47638;71.0744;0.490548;-0.829466;5.90143
-15.4016;-6.29793;71.2523;0.462705;-0.815271;5.90803
-15.2155;-5.99085;70.0562;0.47941;-0.862065;5.90146
-15.1127;-5.93512;70.168;0.477627;-0.842225;5.91154
-15.2044;-5.89873;71.0851;0.448934;-0.816959;5.93137
-15.2693;-5.86696;71.2906;0.409707;-0.821378;5.94026
-15.0606;-5.87101;70.0216;0.466167;-0.855102;5.92177
-14.8191;-5.99307;69.3247;0.528828;-0.850421;5.8973
-15.443;-6.33436;71.9562;0.467459;-0.787915;5.9292
-15.2531;-6.41612;70.8692;0.433574;-0.887248;5.90379
-15.1637;-6.46928;69.994;0.464162;-0.897579;5.88749
-14.7315;-6.51166;69.0505;0.472384;-0.957341;5.85107
-15.3947;-6.70691;70.1334;0.47716;-0.937388;5.87056
-15.4183;-6.86544;70.146;0.539151;-0.906163;5.87087
-15.5367;-6.99141;69.955;0.475779;-0.946927;5.8659
-15.4881;-7.18481;69.7441;0.522548;-0.966224;5.84939
-15.3703;-7.14932;68.3981;0.526412;-1.03017;5.82284
-15.3857;-7.19182;67.9645;0.509345;-1.05902;5.82121
-15.8145;-7.58394;70.3157;0.530883;-0.96343;5.8432
-16.0212;-7.47406;70.5033;0.455124;-1.00339;5.8354
-15.6455;-7.1765;68.0838;0.497908;-1.09009;5.78712
-15.4722;-7.17943;67.1919;0.551113;-1.0622;5.76822
-15.7513;-6.89187;68.6293;0.451931;-1.09479;5.76675
-15.6555;-6.8567;67.6947;0.454871;-1.09623;5.75223
-15.9673;-7.07733;69.4509;0.443356;-1.06401;5.76452
-16.1661;-6.81098;69.4603;0.438933;-1.05126;5.77181
-16.1681;-6.87915;69.2366;0.405147;-1.06252;5.77218
-15.6889;-6.6679;67.0907;0.471979;-1.09609;5.74478
-16.0187;-6.41195;68.2065;0.456405;-1.08372;5.75918
-15.9514;-6.53501;68.041;0.523961;-1.02338;5.76597
-15.9005;-6.53911;68.2198;0.564066;-0.992679;5.78224
-15.7874;-6.39791;66.8052;0.531189;-1.02615;5.79859
-16.3537;-6.739;70.109;0.529589;-0.836396;5.91517
-16.4172;-6.67929;70.4314;0.51646;-0.822597;5.95893
-15.9202;-6.54544;68.2695;0.631613;-0.762316;5.99911
-16.0881;-6.62118;69.8177;0.549227;-0.68374;6.0724
-15.9197;-6.49375;69.0581;0.695861;-0.529853;6.11206
-16.0911;-6.42243;70.1609;0.710225;-0.388188;6.17481
-15.7918;-6.00914;69.397;-0.706643;0.306298;0.105774
-16.2151;-5.98433;71.3964;-0.614177;0.193228;0.0958005
-15.8641;-5.58578;69.9883;-0.660817;0.175481;0.108664
-15.5075;-4.89937;68.4792;-0.727293;0.168101;0.120251
-15.899;-4.7018;69.9959;-0.571059;0.177568;0.0827517
-15.4369;-4.40025;68.3273;-0.611424;0.114827;0.0855003
-15.4169;-4.03042;68.5063;-0.586392;0.00110435;0.0796016
-15.2877;-3.62384;69.526;-0.546777;-0.0388782;0.0550119
-14.917;-3.22737;66.9436;-0.677919;-0.0237266;0.0928823
-15.2381;-2.96867;69.2902;-0.530605;-0.202849;0.0802413
-15.0637;-2.84185;67.9737;-0.559296;-0.209301;0.0904171
-14.7798;-2.72741;67.372;-0.590923;-0.265205;0.100956
-14.9738;-2.62341;69.0501;-0.436186;-0.122806;0.067535
-14.6913;-2.59212;66.6207;-0.531578;-0.114855;0.0846003
-14.6291;-2.60079;66.8772;-0.527633;-0.144954;0.0834945
-14.4327;-2.58237;65.5755;-0.565956;-0.0546736;0.0821508
-14.5404;-2.53356;66.2148;-0.504849;-0.0899342;0.072165
-14.6666;-2.54183;66.8139;-0.438805;-0.0772166;0.060867
-14.4792;-2.5029;65.4914;-0.559749;-0.111824;0.0789304
-14.5431;-2.47259;65.383;-0.534743;-0.0489824;0.0724507
-14.703;-2.38053;65.9298;-0.448853;-0.116852;0.0666687
-11.5589;-4.11323;38.2347;-0.0616988;0.188215;0.0166992
-11.484;-4.07023;38.5502;-0.0377253;0.183716;0.0213625
-11.5701;-4.08278;39.3366;0.00458002;0.117413;0.0223994
-11.4714;-4.0058;39.1263;-0.0733889;0.157432;0.0228184
-11.4186;-3.97363;39.6315;-0.0187773;0.215928;0.0274783
-11.411;-4.06763;40.3756;-0.0214409;0.12258;0.0227109
-11.3495;-4.17934;40.5967;-0.0732598;0.138782;0.0238134
