tvec_x;tvec_y;tvec_z;rvec_x;rvec_y;rvec_z
-3.31072;-0.360744;74.0223;-0.0896482;-0.130996;0.0640909
-2.69486;-0.6106;70.4777;-0.328826;-0.162342;0.0682435
-2.11821;-0.578798;69.9634;-0.340487;-0.0916674;0.06493
-1.50206;-0.283935;71.586;-0.229789;-0.0624926;0.0539972
-0.96786;-0.218077;69.2221;-0.420782;-0.151761;0.0699249
-0.397258;0.267621;70.0969;-0.33943;-0.000749851;0.0625363
-0.128429;0.658391;70.7012;-0.369686;-0.203461;0.0652437
0.051302;0.807145;70.1734;-0.404315;-0.172375;0.0675178
0.223328;1.29654;71.9772;-0.296693;-0.120163;0.0461743
0.182541;1.48187;70.4116;-0.37731;-0.0823734;0.0563506
0.218721;1.79064;71.3801;-0.348679;-0.109298;0.0416453
0.16554;1.95317;70.0834;-0.454478;-0.165095;0.0531911
0.233386;2.14342;70.6453;-0.405534;-0.00909958;0.0331235
0.17816;2.20884;69.6358;-0.38825;0.0238229;0.0274172
0.157816;2.53178;71.5499;-0.390706;-0.246708;0.0332484
0.196898;2.81338;72.3735;-0.325299;-0.213478;0.0297084
0.0482768;2.50353;69.7808;-0.449203;-0.165305;0.0403983
0.121532;2.49553;69.957;-0.398098;-0.0249309;0.0452366
0.242179;2.33298;70.9715;-0.375896;-0.173607;0.0378925
0.367682;2.18551;71.489;-0.330231;-0.165037;0.0399303
0.612975;1.91875;71.6371;-0.304325;-0.261884;0.0438409
0.651658;1.71838;70.1492;-0.360401;-0.109364;0.0543731
0.982189;1.57402;70.7435;-0.260858;0.0196376;0.0497438
1.20951;1.39006;69.8051;-0.367581;-0.0957227;0.0644961
1.54723;1.39494;70.346;-0.346936;-0.219005;0.0705252
1.71291;1.27685;69.7902;-0.356121;-0.264177;0.0699034
1.96588;1.33632;70.4132;-0.312022;-0.205099;0.0668027
2.41194;1.39726;70.5734;-0.273648;-0.179552;0.0581291
2.53494;1.44986;69.5744;-0.336119;-0.134595;0.0715504
3.05381;1.45744;70.0008;-0.297026;-0.154906;0.0520042
3.14972;1.23516;67.7445;-0.376751;-0.0444859;0.0574226
3.46359;1.07127;69.6151;-0.294206;-0.134216;0.0436287
3.68118;0.753082;68.5259;-0.355338;-0.142602;0.0433863
3.65395;0.282304;67.3783;-0.359644;-0.0513163;0.0475675
4.01843;-0.27879;68.5148;-0.267775;0.00854119;0.0424104
4.16507;-0.960193;68.8507;-0.310151;-0.113544;0.0400453
4.33805;-1.84632;69.8777;-0.214079;-0.104638;0.041212
4.30469;-2.72678;69.1003;-0.250814;-0.0800407;0.0540759
4.54336;-3.73666;70.3352;-0.209918;-0.183516;0.059802
4.44658;-4.87887;69.0185;-0.29012;-0.175816;0.0764869
4.39856;-5.94793;69.0059;-0.218418;-0.0843697;0.0788017
4.32098;-7.0137;68.8546;-0.25074;-0.163287;0.0877489
4.26311;-8.34074;69.6911;-0.238494;-0.160544;0.0887805
3.92817;-9.08502;68.178;-0.287209;-0.0643666;0.112247
3.97893;-10.3524;70.1075;-0.17381;-0.0417473;0.105892
3.93212;-11.301;69.9931;-0.164888;-0.0744857;0.110887
3.66836;-12.1687;69.0765;-0.231321;-0.114601;0.119715
3.45131;-13.0008;67.8062;-0.308719;-0.108216;0.127696
3.17136;-13.6488;66.4157;-0.357686;-0.031016;0.137861
3.30169;-14.5708;66.976;-0.353124;-0.0302803;0.133928
3.18326;-15.2168;67.4407;-0.273866;0.0840647;0.126808
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.9803;-15.5122;65.6634;-0.349678;0.0223306;0.129186
2.20022;-16.0972;68.8174;-0.17066;0.113195;0.097062
1.81933;-15.2515;67.2235;-0.280414;-0.0348863;0.101849
1.84153;-14.976;67.7724;-0.236658;0.0588404;0.0993335
1.77855;-14.392;67.1287;-0.280404;0.0393245;0.106835
1.79861;-14.0695;67.2374;-0.285107;0.0636978;0.1094
1.85136;-13.921;67.6811;-0.265526;-0.0103385;0.104135
1.94903;-13.8889;67.951;-0.253594;0.0877637;0.106821
1.97532;-13.7063;67.1191;-0.297039;0.0665721;0.109582
2.11324;-13.8351;68.4706;-0.188597;0.0452992;0.10053
2.15496;-13.5578;66.4983;-0.331297;0.00578175;0.112921
2.32833;-13.7341;67.4623;-0.243317;0.0676065;0.106785
2.42987;-13.5694;66.324;-0.336424;0.0968232;0.128272
2.60477;-13.7267;66.8804;-0.279385;0.0372297;0.105517
2.76989;-13.8502;67.9478;-0.22743;-0.0606534;0.0995311
2.70971;-13.6758;66.6178;-0.240796;0.0941787;0.112078
3.02207;-13.783;69.0912;-0.0716729;0.00310296;0.0932858
3.20349;-13.5697;66.7205;-0.229305;0.00635159;0.0946331
3.29425;-13.5619;66.7253;-0.200724;0.0472231;0.0949989
3.4218;-13.4388;66.2363;-0.221958;-0.0390631;0.0906905
3.54158;-13.4158;66.3506;-0.185647;0.0480115;0.0896975
3.60097;-13.1572;65.437;-0.233164;0.103536;0.0988618
3.61288;-12.9263;64.48;-0.300126;0.059165;0.103721
3.9285;-12.996;66.3067;-0.162459;0.0135213;0.0875907
4.00136;-12.6033;65.4374;-0.205622;-0.0341081;0.0892106
3.98718;-12.2803;64.329;-0.286255;0.0280165;0.103814
4.18241;-12.2016;65.0667;-0.229377;-0.00989383;0.0905693
4.2751;-11.9113;64.4924;-0.290472;0.0196075;0.0935978
4.44986;-11.902;65.1368;-0.235142;0.0229291;0.0811604
4.36229;-11.7432;64.435;-0.24747;0.11034;0.0831413
4.56117;-11.7843;64.6729;-0.249525;0.00836679;0.0613007
4.69239;-11.6809;64.527;-0.27324;0.0547135;0.0570525
4.87437;-11.9218;66.0096;-0.164631;0.0245304;0.0437546
4.89947;-11.8751;65.7447;-0.183274;0.0646827;0.0446682
4.93513;-11.8047;65.3609;-0.21149;0.0087641;0.0380976
4.97099;-11.8706;65.8114;-0.179051;0.0702994;0.0397601
4.9509;-11.797;65.1413;-0.256049;0.00887044;0.0478856
4.90294;-11.8655;65.4687;-0.224338;-0.0102227;0.0441554
4.76566;-11.8929;64.8871;-0.245;0.0613082;0.0533026
4.70946;-11.9579;65.0814;-0.236916;0.0265399;0.051885
4.54858;-11.9766;64.9206;-0.240109;0.0664447;0.0583478
4.53344;-12.082;65.5062;-0.194206;0.0859581;0.0515511
4.21907;-11.9494;64.9066;-0.2304;0.00602728;0.0513372
3.86439;-11.8603;64.924;-0.216885;-0.0135153;0.0510704
3.57395;-11.8435;65.1471;-0.196458;-0.0113068;0.0466669
3.11001;-11.696;65.2485;-0.158635;0.210097;0.0656004
2.32593;-11.6606;65.615;-0.132407;0.0620854;0.0571165
1.74299;-11.4008;63.6326;-0.207998;0.14255;0.0611958
1.20187;-11.248;63.1;-0.257389;0.0617088;0.0655143
0.420527;-11.3719;64.7313;-0.145041;0.0584403;0.0671653
-0.29265;-10.8224;62.051;-0.300153;0.0760513;0.0685318
-1.12594;-10.5891;60.2194;-0.287662;0.210407;0.073372
-1.94778;-10.4232;62.4107;-0.157749;0.171163;0.0564363
-2.76081;-10.1723;62.3637;-0.185665;0.0995176;0.053979
-3.85219;-9.99954;62.8218;-0.055434;0.110408;0.0485275
-4.75689;-9.80148;62.4858;-0.130812;0.0184652;0.0465973
-5.80309;-9.58361;63.0331;-0.0593149;0.0468742;0.0460213
-6.77548;-9.14024;60.6574;-0.224407;0.166028;0.0607368
-7.99262;-8.94768;61.5781;-0.139905;0.101762;0.0563173
-8.92088;-8.57422;60.5383;-0.187823;0.232887;0.0663097
-10.1638;-8.24201;61.4187;-0.171224;0.0108708;0.0465305
-11.2053;-7.84139;60.8298;-0.210494;0.0948194;0.059063
-11.954;-7.63389;60.3405;-0.26621;0.119275;0.0447297
-12.8106;-7.36768;60.2199;-0.171954;0.276214;0.0371719
-13.6563;-7.24623;60.6299;-0.23696;0.0429702;0.0286572
-13.9754;-6.85243;57.9764;-0.376803;0.321033;0.0395979
-14.8906;-6.8037;59.0328;-0.343047;0.210128;0.0295516
-15.6945;-6.68959;60.2605;-0.29584;0.164065;0.0225434
-16.3181;-6.44616;60.5753;-0.249066;0.258887;0.0195432
-17.2711;-6.33359;62.6465;-0.108121;-0.110579;0.0191257
-17.4547;-6.43331;63.2717;0.261792;0.106848;6.26842
-17.2102;-6.29826;60.2483;0.441412;-0.0467238;6.24765
-17.2552;-6.11924;60.1438;0.331776;-0.265248;6.24795
-17.2039;-5.93308;60.0532;-0.395017;0.125661;0.0314824
-17.1684;-5.73593;60.5066;0.319158;-0.171098;6.25779
-17.0531;-5.34946;60.2572;-0.391874;0.0803995;0.0301879
-17.011;-4.75774;60.9985;-0.327711;0.193394;0.0268824
-16.9828;-4.17422;61.9575;-0.316659;-0.0210557;0.0425473
-16.5984;-3.67671;61.382;-0.340369;-0.0196181;0.0427482
-16.4071;-3.15291;62.2361;-0.220494;-0.0989845;0.0493808
-15.8776;-2.90601;61.6633;-0.340322;-0.179324;0.059499
-15.7673;-2.59688;61.8117;-0.308708;-0.156273;0.0525442
-15.1747;-1.91326;61.5576;-0.299166;-0.107016;0.0578422
-14.7948;-1.82333;61.0819;-0.332549;-0.0922971;0.0505195
-14.7807;-1.41997;61.5451;-0.314744;-0.176291;0.0532996
-14.2389;-1.39776;58.3388;-0.436293;-0.0572785;0.0573801
-14.315;-1.05841;60.7167;-0.243067;-0.110541;0.0379176
-14.2033;-0.824951;59.3008;-0.369003;-0.110904;0.0533467
-14.1253;-0.722974;58.9837;-0.328964;-0.0951107;0.0436833
-14.2756;-0.777447;60.3806;-0.228908;-0.169792;0.0365729
-14.5209;-0.830157;61.337;-0.00568612;-0.0144089;0.0324318
-14.2498;-1.32402;60.6166;-0.181727;-0.0272943;0.0307321
-14.3724;-1.50327;62.6351;-0.061916;-0.164152;0.042429
-14.0965;-2.28023;61.7712;-0.202584;-0.0136843;0.0269387
-13.8542;-2.92785;62.3618;-0.170998;-0.0026151;0.0206607
-13.9137;-3.71039;66.175;-0.166712;-0.161942;0.0298971
-13.8963;-4.12581;67.9043;-0.149518;-0.119055;0.0311885
-13.5032;-4.40061;67.5184;-0.206299;0.0852933;0.0327058
-13.7904;-4.66723;70.2059;-0.04078;0.182629;0.0360733
-13.7139;-5.13467;72.624;-0.193392;-0.0355305;0.0204829
-13.5655;-5.22835;73.5356;-0.219208;0.0510884;0.0411584
-13.4512;-5.7303;74.3873;-0.361191;0.0421708;0.0505741
-13.8949;-6.24279;79.1373;-0.191517;-0.0802508;0.0403531
-14.0283;-6.6789;80.8392;-0.180463;0.0982979;0.0466362
-13.8669;-7.29235;79.933;-0.349706;0.101366;0.0558115
-14.2997;-7.93591;83.4176;-0.31983;-0.160121;0.0580677
-14.6682;-8.20936;84.5986;-0.293217;0.195534;0.0294927
-15.0303;-8.54344;85.8941;-0.353981;0.130576;0.0303508
-15.2962;-8.54995;88.0434;0.396137;0.0685898;6.25523
-15.7013;-8.48428;88.0116;0.389835;0.00221317;6.24659
-15.5652;-7.97091;85.6762;0.583645;-0.115997;6.21696
-15.6571;-7.70789;87.1154;0.509105;-0.228084;6.19094
-16.2265;-7.31035;89.802;0.523096;0.0872863;6.19983
-16.1406;-7.12348;89.7315;0.599336;0.174354;6.1822
-16.7781;-6.83291;92.4997;0.4955;0.255673;6.18573
-16.5749;-6.06611;89.6339;0.650322;0.0061498;6.17387
-17.4645;-5.96485;94.2405;0.338088;-0.090135;6.2306
-17.4267;-5.73521;93.7967;0.479333;0.303356;6.22311
-17.7422;-5.57848;95.6963;0.338059;0.2231;6.24607
-17.4885;-5.4933;93.0058;-0.573564;-0.295698;0.0688023
-17.4967;-5.50921;92.3234;-0.589903;-0.398718;0.0958835
-17.4605;-5.69464;91.9737;-0.572785;-0.372069;0.0946673
-17.2601;-5.84765;91.0869;-0.621122;-0.339266;0.0970731
-17.0888;-5.94448;90.0251;-0.692888;-0.17591;0.097987
-17.1772;-6.3279;91.8259;-0.571602;-0.267003;0.0719818
-17.2326;-6.44168;90.8241;-0.581062;0.0109425;0.056402
-17.2524;-6.62604;91.6545;-0.537079;-0.201332;0.061377
-17.0137;-6.68687;89.685;-0.590819;-0.283095;0.0842567
-16.7233;-6.81068;87.2349;-0.691175;-0.0892194;0.0832445
-17.3587;-6.7082;92.8349;-0.405539;-0.30649;0.0557717
-17.47;-6.87949;90.7546;-0.43822;-0.0574156;0.0457137
-17.134;-6.91053;88.6789;-0.54021;-0.194354;0.0643075
-17.1106;-7.01259;88.2194;-0.538605;-0.178791;0.057736
-16.9509;-7.16109;87.0619;0.566386;0.151395;6.22415
-16.7924;-7.32684;86.5097;0.552381;0.104829;6.20742
-16.8768;-7.60883;87.7683;0.35377;0.195486;6.20304
-16.5039;-7.74765;87.2234;0.353508;-0.107272;6.17019
-16.422;-8.10354;88.5882;0.130738;0.156078;6.12565
-15.741;-7.94655;85.9648;0.395093;-0.0134744;6.05425
-14.9707;-8.02913;86.8589;0.333046;0.200464;5.98635
-13.6901;-7.94967;80.3332;0.591314;0.0952612;5.87846
-13.782;-7.97487;83.8964;0.38823;0.103283;5.83358
-13.0599;-7.73099;83.0106;0.46259;0.179415;5.74991
-12.6663;-7.915;82.1502;0.403454;0.0976066;5.70514
-12.0964;-8.20424;82.6276;0.323202;0.0475482;5.65159
-11.8478;-8.48983;84.0797;0.303051;0.268871;5.60381
-11.0377;-8.89032;81.6948;0.417918;0.107414;5.56658
-10.4633;-9.43949;82.5008;0.311305;0.03892;5.54902
-10.0747;-9.79045;83.3923;0.430477;0.250423;5.51264
-9.26719;-10.1825;79.236;0.471337;-0.030852;5.47742
-9.1191;-10.8267;82.4795;0.248632;0.00752797;5.47283
-8.9327;-11.0105;82.2934;0.364873;0.121542;5.45898
-8.25288;-11.0804;80.2594;0.456064;0.0912635;5.42346
-8.08482;-11.3741;80.4186;0.29646;-0.0353573;5.42332
